"Statistic Label","Month","Time Bands","UNIT","VALUE"
"Renewable electricity generation percentage","2022 January","10:00  <  10:30","%","35"
"Renewable electricity generation percentage","2022 January","10:30  <  11:00","%","35"
"Renewable electricity generation percentage","2022 January","11:00  <  11:30","%","35"
"Renewable electricity generation percentage","2022 January","11:30  <  12:00","%","35"
"Renewable electricity generation percentage","2022 January","12:00  <  12:30","%","35"
"Renewable electricity generation percentage","2022 January","12:30  <  13:00","%","35"
"Renewable electricity generation percentage","2022 January","13:00  <  13:30","%","36"
"Renewable electricity generation percentage","2022 January","13:30  <  14:00","%","36"
"Renewable electricity generation percentage","2022 January","14:00  <  14:30","%","36"
"Renewable electricity generation percentage","2022 January","14:30  <  15:00","%","35"
"Renewable electricity generation percentage","2022 January","15:00  <  15:30","%","34"
"Renewable electricity generation percentage","2022 January","15:30  <  16:00","%","34"
"Renewable electricity generation percentage","2022 January","16:00  <  16:30","%","33"
"Renewable electricity generation percentage","2022 January","16:30  <  17:00","%","32"
"Renewable electricity generation percentage","2022 January","17:00  <  17:30","%","31"
"Renewable electricity generation percentage","2022 January","17:30  <  18:00","%","31"
"Renewable electricity generation percentage","2022 January","18:00  <  18:30","%","31"
"Renewable electricity generation percentage","2022 January","18:30  <  19:00","%","32"
"Renewable electricity generation percentage","2022 January","19:00  <  19:30","%","32"
"Renewable electricity generation percentage","2022 January","19:30  <  20:00","%","33"
"Renewable electricity generation percentage","2022 January","20:00  <  20:30","%","34"
"Renewable electricity generation percentage","2022 January","20:30  <  21:00","%","35"
"Renewable electricity generation percentage","2022 January","21:00  <  21:30","%","36"
"Renewable electricity generation percentage","2022 January","21:30  <  22:00","%","38"
"Renewable electricity generation percentage","2022 January","22:00  <  22:30","%","39"
"Renewable electricity generation percentage","2022 January","22:30  <  23:00","%","41"
"Renewable electricity generation percentage","2022 January","23:00  <  23:30","%","42"
"Renewable electricity generation percentage","2022 January","23:30  <  00:00","%","43"
"Renewable electricity generation percentage","2022 February","00:00  <  00:30","%","66"
"Renewable electricity generation percentage","2022 February","00:30  <  01:00","%","65"
"Renewable electricity generation percentage","2022 February","01:00  <  01:30","%","65"
"Renewable electricity generation percentage","2022 February","01:30  <  02:00","%","65"
"Renewable electricity generation percentage","2022 February","02:00  <  02:30","%","65"
"Renewable electricity generation percentage","2022 February","02:30  <  03:00","%","66"
"Renewable electricity generation percentage","2022 February","03:00  <  03:30","%","65"
"Renewable electricity generation percentage","2022 February","03:30  <  04:00","%","66"
"Renewable electricity generation percentage","2022 February","04:00  <  04:30","%","66"
"Renewable electricity generation percentage","2022 February","04:30  <  05:00","%","65"
"Renewable electricity generation percentage","2022 February","05:00  <  05:30","%","65"
"Renewable electricity generation percentage","2022 February","05:30  <  06:00","%","64"
"Renewable electricity generation percentage","2022 February","06:00  <  06:30","%","62"
"Renewable electricity generation percentage","2022 February","06:30  <  07:00","%","60"
"Renewable electricity generation percentage","2022 February","07:00  <  07:30","%","57"
"Renewable electricity generation percentage","2022 February","07:30  <  08:00","%","55"
"Renewable electricity generation percentage","2022 February","08:00  <  08:30","%","55"
"Renewable electricity generation percentage","2022 February","08:30  <  09:00","%","54"
"Renewable electricity generation percentage","2022 February","09:00  <  09:30","%","54"
"Renewable electricity generation percentage","2022 February","09:30  <  10:00","%","55"
"Renewable electricity generation percentage","2022 February","10:00  <  10:30","%","55"
"Renewable electricity generation percentage","2022 February","10:30  <  11:00","%","56"
"Renewable electricity generation percentage","2022 February","11:00  <  11:30","%","58"
"Renewable electricity generation percentage","2022 February","11:30  <  12:00","%","59"
"Renewable electricity generation percentage","2022 February","12:00  <  12:30","%","59"
"Renewable electricity generation percentage","2022 February","12:30  <  13:00","%","60"
"Renewable electricity generation percentage","2022 February","13:00  <  13:30","%","61"
"Renewable electricity generation percentage","2022 February","13:30  <  14:00","%","62"
"Renewable electricity generation percentage","2022 February","14:00  <  14:30","%","62"
"Renewable electricity generation percentage","2022 February","14:30  <  15:00","%","62"
"Renewable electricity generation percentage","2022 February","15:00  <  15:30","%","61"
"Renewable electricity generation percentage","2022 February","15:30  <  16:00","%","59"
"Renewable electricity generation percentage","2022 February","16:00  <  16:30","%","58"
"Renewable electricity generation percentage","2022 February","16:30  <  17:00","%","55"
"Renewable electricity generation percentage","2022 February","17:00  <  17:30","%","53"
"Renewable electricity generation percentage","2022 February","17:30  <  18:00","%","51"
"Renewable electricity generation percentage","2022 February","18:00  <  18:30","%","51"
"Renewable electricity generation percentage","2022 February","18:30  <  19:00","%","52"
"Renewable electricity generation percentage","2022 February","19:00  <  19:30","%","52"
"Renewable electricity generation percentage","2022 February","19:30  <  20:00","%","53"
"Renewable electricity generation percentage","2022 February","20:00  <  20:30","%","54"
"Renewable electricity generation percentage","2022 February","20:30  <  21:00","%","56"
"Renewable electricity generation percentage","2022 February","21:00  <  21:30","%","56"
"Renewable electricity generation percentage","2022 February","21:30  <  22:00","%","58"
"Renewable electricity generation percentage","2022 February","22:00  <  22:30","%","59"
"Renewable electricity generation percentage","2022 February","22:30  <  23:00","%","61"
"Renewable electricity generation percentage","2022 February","23:00  <  23:30","%","62"
"Renewable electricity generation percentage","2022 February","23:30  <  00:00","%","63"
"Renewable electricity generation percentage","2022 March","00:00  <  00:30","%","42"
"Renewable electricity generation percentage","2022 March","00:30  <  01:00","%","42"
"Renewable electricity generation percentage","2022 March","01:00  <  01:30","%","42"
"Renewable electricity generation percentage","2022 March","01:30  <  02:00","%","43"
"Renewable electricity generation percentage","2022 March","02:00  <  02:30","%","44"
"Renewable electricity generation percentage","2022 March","02:30  <  03:00","%","44"
"Renewable electricity generation percentage","2022 March","03:00  <  03:30","%","43"
"Renewable electricity generation percentage","2022 March","03:30  <  04:00","%","43"
"Renewable electricity generation percentage","2022 March","04:00  <  04:30","%","42"
"Renewable electricity generation percentage","2022 March","04:30  <  05:00","%","42"
"Renewable electricity generation percentage","2022 March","05:00  <  05:30","%","41"
"Renewable electricity generation percentage","2022 March","05:30  <  06:00","%","40"
"Renewable electricity generation percentage","2022 March","06:00  <  06:30","%","39"
"Renewable electricity generation percentage","2022 March","06:30  <  07:00","%","38"
"Renewable electricity generation percentage","2022 March","07:00  <  07:30","%","37"
"Renewable electricity generation percentage","2022 March","07:30  <  08:00","%","35"
"Renewable electricity generation percentage","2022 March","08:00  <  08:30","%","35"
"Renewable electricity generation percentage","2022 March","08:30  <  09:00","%","34"
"Renewable electricity generation percentage","2022 March","09:00  <  09:30","%","34"
"Renewable electricity generation percentage","2022 March","09:30  <  10:00","%","34"
"Renewable electricity generation percentage","2022 March","10:00  <  10:30","%","35"
"Renewable electricity generation percentage","2022 March","10:30  <  11:00","%","36"
"Renewable electricity generation percentage","2022 March","11:00  <  11:30","%","37"
"Renewable electricity generation percentage","2022 March","11:30  <  12:00","%","38"
"Renewable electricity generation percentage","2022 March","12:00  <  12:30","%","39"
"Renewable electricity generation percentage","2022 March","12:30  <  13:00","%","39"
"Renewable electricity generation percentage","2022 March","13:00  <  13:30","%","40"
"Renewable electricity generation percentage","2022 March","13:30  <  14:00","%","41"
"Renewable electricity generation percentage","2022 March","14:00  <  14:30","%","41"
"Renewable electricity generation percentage","2022 March","14:30  <  15:00","%","41"
"Renewable electricity generation percentage","2022 March","15:00  <  15:30","%","41"
"Renewable electricity generation percentage","2022 March","15:30  <  16:00","%","40"
"Renewable electricity generation percentage","2022 March","16:00  <  16:30","%","39"
"Renewable electricity generation percentage","2022 March","16:30  <  17:00","%","37"
"Renewable electricity generation percentage","2022 March","17:00  <  17:30","%","35"
"Renewable electricity generation percentage","2022 March","17:30  <  18:00","%","34"
"Renewable electricity generation percentage","2022 March","18:00  <  18:30","%","33"
"Renewable electricity generation percentage","2022 March","18:30  <  19:00","%","32"
"Renewable electricity generation percentage","2022 March","19:00  <  19:30","%","32"
"Renewable electricity generation percentage","2022 March","19:30  <  20:00","%","33"
"Renewable electricity generation percentage","2022 March","20:00  <  20:30","%","34"
"Renewable electricity generation percentage","2022 March","20:30  <  21:00","%","35"
"Renewable electricity generation percentage","2022 March","21:00  <  21:30","%","36"
"Renewable electricity generation percentage","2022 March","21:30  <  22:00","%","38"
"Renewable electricity generation percentage","2022 March","22:00  <  22:30","%","39"
"Renewable electricity generation percentage","2022 March","22:30  <  23:00","%","41"
"Renewable electricity generation percentage","2022 March","23:00  <  23:30","%","41"
"Renewable electricity generation percentage","2022 March","23:30  <  00:00","%","42"
"Renewable electricity generation percentage","2022 April","00:00  <  00:30","%","36"
"Renewable electricity generation percentage","2022 April","00:30  <  01:00","%","36"
"Renewable electricity generation percentage","2022 April","01:00  <  01:30","%","36"
"Renewable electricity generation percentage","2022 April","01:30  <  02:00","%","36"
"Renewable electricity generation percentage","2022 April","02:00  <  02:30","%","36"
"Renewable electricity generation percentage","2022 April","02:30  <  03:00","%","36"
"Renewable electricity generation percentage","2022 April","03:00  <  03:30","%","36"
"Renewable electricity generation percentage","2022 April","03:30  <  04:00","%","36"
"Renewable electricity generation percentage","2022 April","04:00  <  04:30","%","35"
"Renewable electricity generation percentage","2022 April","04:30  <  05:00","%","35"
"Renewable electricity generation percentage","2022 April","05:00  <  05:30","%","35"
"Renewable electricity generation percentage","2022 April","05:30  <  06:00","%","34"
"Renewable electricity generation percentage","2022 April","06:00  <  06:30","%","33"
"Renewable electricity generation percentage","2022 April","06:30  <  07:00","%","32"
"Renewable electricity generation percentage","2022 April","07:00  <  07:30","%","31"
"Renewable electricity generation percentage","2022 April","07:30  <  08:00","%","31"
"Renewable electricity generation percentage","2022 April","08:00  <  08:30","%","30"
"Renewable electricity generation percentage","2022 April","08:30  <  09:00","%","31"
"Renewable electricity generation percentage","2022 April","09:00  <  09:30","%","32"
"Renewable electricity generation percentage","2022 April","09:30  <  10:00","%","33"
"Renewable electricity generation percentage","2022 April","10:00  <  10:30","%","34"
"Renewable electricity generation percentage","2022 April","10:30  <  11:00","%","35"
"Renewable electricity generation percentage","2022 April","11:00  <  11:30","%","36"
"Renewable electricity generation percentage","2022 April","11:30  <  12:00","%","37"
"Renewable electricity generation percentage","2022 April","12:00  <  12:30","%","38"
"Renewable electricity generation percentage","2022 April","12:30  <  13:00","%","39"
"Renewable electricity generation percentage","2022 April","13:00  <  13:30","%","40"
"Renewable electricity generation percentage","2022 April","13:30  <  14:00","%","41"
"Renewable electricity generation percentage","2022 April","14:00  <  14:30","%","41"
"Renewable electricity generation percentage","2022 April","14:30  <  15:00","%","41"
"Renewable electricity generation percentage","2022 April","15:00  <  15:30","%","41"
"Renewable electricity generation percentage","2022 April","15:30  <  16:00","%","39"
"Renewable electricity generation percentage","2022 April","16:00  <  16:30","%","38"
"Renewable electricity generation percentage","2022 April","16:30  <  17:00","%","38"
"Renewable electricity generation percentage","2022 April","17:00  <  17:30","%","37"
"Renewable electricity generation percentage","2022 April","17:30  <  18:00","%","37"
"Renewable electricity generation percentage","2022 April","18:00  <  18:30","%","35"
"Renewable electricity generation percentage","2022 April","18:30  <  19:00","%","34"
"Renewable electricity generation percentage","2022 April","19:00  <  19:30","%","33"
"Renewable electricity generation percentage","2022 April","19:30  <  20:00","%","33"
"Renewable electricity generation percentage","2022 April","20:00  <  20:30","%","32"
"Renewable electricity generation percentage","2022 April","20:30  <  21:00","%","34"
"Renewable electricity generation percentage","2022 April","21:00  <  21:30","%","35"
"Renewable electricity generation percentage","2022 April","21:30  <  22:00","%","36"
"Renewable electricity generation percentage","2022 April","22:00  <  22:30","%","37"
"Renewable electricity generation percentage","2022 April","22:30  <  23:00","%","37"
"Renewable electricity generation percentage","2022 April","23:00  <  23:30","%","37"
"Renewable electricity generation percentage","2022 April","23:30  <  00:00","%","37"
"Renewable electricity generation percentage","2022 May","00:00  <  00:30","%","40"
"Renewable electricity generation percentage","2022 May","00:30  <  01:00","%","40"
"Renewable electricity generation percentage","2022 May","01:00  <  01:30","%","40"
"Renewable electricity generation percentage","2022 May","01:30  <  02:00","%","40"
"Renewable electricity generation percentage","2022 May","02:00  <  02:30","%","40"
"Renewable electricity generation percentage","2022 May","02:30  <  03:00","%","39"
"Renewable electricity generation percentage","2022 May","03:00  <  03:30","%","39"
"Renewable electricity generation percentage","2022 May","03:30  <  04:00","%","38"
"Renewable electricity generation percentage","2022 May","04:00  <  04:30","%","38"
"Renewable electricity generation percentage","2022 May","04:30  <  05:00","%","37"
"Renewable electricity generation percentage","2022 May","05:00  <  05:30","%","36"
"Renewable electricity generation percentage","2022 May","05:30  <  06:00","%","34"
"Renewable electricity generation percentage","2022 May","06:00  <  06:30","%","32"
"Renewable electricity generation percentage","2022 May","06:30  <  07:00","%","30"
"Renewable electricity generation percentage","2022 May","07:00  <  07:30","%","30"
"Renewable electricity generation percentage","2022 May","07:30  <  08:00","%","30"
"Renewable electricity generation percentage","2022 May","08:00  <  08:30","%","30"
"Renewable electricity generation percentage","2022 May","08:30  <  09:00","%","31"
"Renewable electricity generation percentage","2022 May","09:00  <  09:30","%","32"
"Renewable electricity generation percentage","2022 May","09:30  <  10:00","%","33"
"Renewable electricity generation percentage","2022 May","10:00  <  10:30","%","35"
"Renewable electricity generation percentage","2022 May","10:30  <  11:00","%","35"
"Renewable electricity generation percentage","2022 May","11:00  <  11:30","%","35"
"Renewable electricity generation percentage","2022 May","11:30  <  12:00","%","36"
"Renewable electricity generation percentage","2022 May","12:00  <  12:30","%","37"
"Renewable electricity generation percentage","2022 May","12:30  <  13:00","%","38"
"Renewable electricity generation percentage","2022 May","13:00  <  13:30","%","39"
"Renewable electricity generation percentage","2022 May","13:30  <  14:00","%","40"
"Renewable electricity generation percentage","2022 May","14:00  <  14:30","%","40"
"Renewable electricity generation percentage","2022 May","14:30  <  15:00","%","40"
"Renewable electricity generation percentage","2022 May","15:00  <  15:30","%","40"
"Renewable electricity generation percentage","2022 May","15:30  <  16:00","%","39"
"Renewable electricity generation percentage","2022 May","16:00  <  16:30","%","38"
"Renewable electricity generation percentage","2022 May","16:30  <  17:00","%","37"
"Renewable electricity generation percentage","2022 May","17:00  <  17:30","%","36"
"Renewable electricity generation percentage","2022 May","17:30  <  18:00","%","36"
"Renewable electricity generation percentage","2022 May","18:00  <  18:30","%","35"
"Renewable electricity generation percentage","2022 May","18:30  <  19:00","%","35"
"Renewable electricity generation percentage","2022 May","19:00  <  19:30","%","33"
"Renewable electricity generation percentage","2022 May","19:30  <  20:00","%","33"
"Renewable electricity generation percentage","2022 May","20:00  <  20:30","%","32"
"Renewable electricity generation percentage","2022 May","20:30  <  21:00","%","32"
"Renewable electricity generation percentage","2022 May","21:00  <  21:30","%","33"
"Renewable electricity generation percentage","2022 May","21:30  <  22:00","%","35"
"Renewable electricity generation percentage","2022 May","22:00  <  22:30","%","36"
"Renewable electricity generation percentage","2022 May","22:30  <  23:00","%","37"
"Renewable electricity generation percentage","2022 May","23:00  <  23:30","%","38"
"Renewable electricity generation percentage","2022 May","23:30  <  00:00","%","38"
"Renewable electricity generation percentage","2022 June","00:00  <  00:30","%","34"
"Renewable electricity generation percentage","2022 June","00:30  <  01:00","%","34"
"Renewable electricity generation percentage","2022 June","01:00  <  01:30","%","34"
"Renewable electricity generation percentage","2022 June","01:30  <  02:00","%","34"
"Renewable electricity generation percentage","2022 June","02:00  <  02:30","%","34"
"Renewable electricity generation percentage","2022 June","02:30  <  03:00","%","34"
"Renewable electricity generation percentage","2022 June","03:00  <  03:30","%","34"
"Renewable electricity generation percentage","2022 June","03:30  <  04:00","%","34"
"Renewable electricity generation percentage","2022 June","04:00  <  04:30","%","34"
"Renewable electricity generation percentage","2022 June","04:30  <  05:00","%","33"
"Renewable electricity generation percentage","2022 June","05:00  <  05:30","%","30"
"Renewable electricity generation percentage","2022 June","05:30  <  06:00","%","29"
"Renewable electricity generation percentage","2022 June","06:00  <  06:30","%","28"
"Renewable electricity generation percentage","2022 June","06:30  <  07:00","%","26"
"Renewable electricity generation percentage","2022 June","07:00  <  07:30","%","26"
"Renewable electricity generation percentage","2022 June","07:30  <  08:00","%","26"
"Renewable electricity generation percentage","2022 June","08:00  <  08:30","%","27"
"Renewable electricity generation percentage","2022 June","08:30  <  09:00","%","28"
"Renewable electricity generation percentage","2022 June","09:00  <  09:30","%","29"
"Renewable electricity generation percentage","2022 June","09:30  <  10:00","%","30"
"Renewable electricity generation percentage","2022 June","10:00  <  10:30","%","30"
"Renewable electricity generation percentage","2022 June","10:30  <  11:00","%","31"
"Renewable electricity generation percentage","2022 June","11:00  <  11:30","%","31"
"Renewable electricity generation percentage","2022 June","11:30  <  12:00","%","32"
"Renewable electricity generation percentage","2022 June","12:00  <  12:30","%","32"
"Renewable electricity generation percentage","2022 June","12:30  <  13:00","%","33"
"Renewable electricity generation percentage","2022 June","13:00  <  13:30","%","33"
"Renewable electricity generation percentage","2022 June","13:30  <  14:00","%","34"
"Renewable electricity generation percentage","2022 June","14:00  <  14:30","%","35"
"Renewable electricity generation percentage","2022 June","14:30  <  15:00","%","35"
"Renewable electricity generation percentage","2022 June","15:00  <  15:30","%","35"
"Renewable electricity generation percentage","2022 June","15:30  <  16:00","%","34"
"Renewable electricity generation percentage","2022 June","16:00  <  16:30","%","34"
"Renewable electricity generation percentage","2022 June","16:30  <  17:00","%","34"
"Renewable electricity generation percentage","2022 June","17:00  <  17:30","%","34"
"Renewable electricity generation percentage","2022 June","17:30  <  18:00","%","33"
"Renewable electricity generation percentage","2022 June","18:00  <  18:30","%","33"
"Renewable electricity generation percentage","2022 June","18:30  <  19:00","%","32"
"Renewable electricity generation percentage","2022 June","19:00  <  19:30","%","32"
"Renewable electricity generation percentage","2022 June","19:30  <  20:00","%","31"
"Renewable electricity generation percentage","2022 June","20:00  <  20:30","%","31"
"Renewable electricity generation percentage","2022 June","20:30  <  21:00","%","31"
"Renewable electricity generation percentage","2022 June","21:00  <  21:30","%","31"
"Renewable electricity generation percentage","2022 June","21:30  <  22:00","%","32"
"Renewable electricity generation percentage","2022 June","22:00  <  22:30","%","33"
"Renewable electricity generation percentage","2022 June","22:30  <  23:00","%","33"
"Renewable electricity generation percentage","2022 June","23:00  <  23:30","%","33"
"Renewable electricity generation percentage","2022 June","23:30  <  00:00","%","34"
"Renewable electricity generation percentage","2022 July","00:00  <  00:30","%","24"
"Renewable electricity generation percentage","2022 July","00:30  <  01:00","%","24"
"Renewable electricity generation percentage","2022 July","01:00  <  01:30","%","25"
"Renewable electricity generation percentage","2022 July","01:30  <  02:00","%","25"
"Renewable electricity generation percentage","2022 July","02:00  <  02:30","%","25"
"Renewable electricity generation percentage","2022 July","02:30  <  03:00","%","25"
"Renewable electricity generation percentage","2022 July","03:00  <  03:30","%","25"
"Renewable electricity generation percentage","2022 July","03:30  <  04:00","%","25"
"Renewable electricity generation percentage","2022 July","04:00  <  04:30","%","25"
"Renewable electricity generation percentage","2022 July","04:30  <  05:00","%","24"
"Renewable electricity generation percentage","2022 July","05:00  <  05:30","%","24"
"Renewable electricity generation percentage","2022 July","05:30  <  06:00","%","23"
"Renewable electricity generation percentage","2022 July","06:00  <  06:30","%","22"
"Renewable electricity generation percentage","2022 July","06:30  <  07:00","%","21"
"Renewable electricity generation percentage","2022 July","07:00  <  07:30","%","20"
"Renewable electricity generation percentage","2022 July","07:30  <  08:00","%","20"
"Renewable electricity generation percentage","2022 July","08:00  <  08:30","%","20"
"Renewable electricity generation percentage","2022 July","08:30  <  09:00","%","20"
"Renewable electricity generation percentage","2022 July","09:00  <  09:30","%","20"
"Renewable electricity generation percentage","2022 July","09:30  <  10:00","%","20"
"Renewable electricity generation percentage","2022 July","10:00  <  10:30","%","21"
"Renewable electricity generation percentage","2022 July","10:30  <  11:00","%","21"
"Renewable electricity generation percentage","2022 July","11:00  <  11:30","%","22"
"Renewable electricity generation percentage","2022 July","11:30  <  12:00","%","22"
"Renewable electricity generation percentage","2022 July","12:00  <  12:30","%","22"
"Renewable electricity generation percentage","2022 July","12:30  <  13:00","%","23"
"Renewable electricity generation percentage","2022 July","13:00  <  13:30","%","23"
"Renewable electricity generation percentage","2022 July","13:30  <  14:00","%","23"
"Renewable electricity generation percentage","2022 July","14:00  <  14:30","%","24"
"Renewable electricity generation percentage","2022 July","14:30  <  15:00","%","24"
"Renewable electricity generation percentage","2022 July","15:00  <  15:30","%","23"
"Renewable electricity generation percentage","2022 July","15:30  <  16:00","%","23"
"Renewable electricity generation percentage","2022 July","16:00  <  16:30","%","23"
"Renewable electricity generation percentage","2022 July","16:30  <  17:00","%","23"
"Renewable electricity generation percentage","2022 July","17:00  <  17:30","%","23"
"Renewable electricity generation percentage","2022 July","17:30  <  18:00","%","23"
"Renewable electricity generation percentage","2022 July","18:00  <  18:30","%","22"
"Renewable electricity generation percentage","2022 July","18:30  <  19:00","%","22"
"Renewable electricity generation percentage","2022 July","19:00  <  19:30","%","21"
"Renewable electricity generation percentage","2022 July","19:30  <  20:00","%","21"
"Renewable electricity generation percentage","2022 July","20:00  <  20:30","%","21"
"Renewable electricity generation percentage","2022 July","20:30  <  21:00","%","21"
"Renewable electricity generation percentage","2022 July","21:00  <  21:30","%","21"
"Renewable electricity generation percentage","2022 July","21:30  <  22:00","%","21"
"Renewable electricity generation percentage","2022 July","22:00  <  22:30","%","22"
"Renewable electricity generation percentage","2022 July","22:30  <  23:00","%","22"
"Renewable electricity generation percentage","2022 July","23:00  <  23:30","%","23"
"Renewable electricity generation percentage","2022 July","23:30  <  00:00","%","23"
"Renewable electricity generation percentage","2022 August","00:00  <  00:30","%","24"
"Renewable electricity generation percentage","2022 August","00:30  <  01:00","%","24"
"Renewable electricity generation percentage","2022 August","01:00  <  01:30","%","24"
"Renewable electricity generation percentage","2022 August","01:30  <  02:00","%","25"
"Renewable electricity generation percentage","2022 August","02:00  <  02:30","%","25"
"Renewable electricity generation percentage","2022 August","02:30  <  03:00","%","25"
"Renewable electricity generation percentage","2022 August","03:00  <  03:30","%","25"
"Renewable electricity generation percentage","2022 August","03:30  <  04:00","%","24"
"Renewable electricity generation percentage","2022 August","04:00  <  04:30","%","24"
"Renewable electricity generation percentage","2022 August","04:30  <  05:00","%","23"
"Renewable electricity generation percentage","2022 August","05:00  <  05:30","%","23"
"Renewable electricity generation percentage","2022 August","05:30  <  06:00","%","21"
"Renewable electricity generation percentage","2022 August","06:00  <  06:30","%","20"
"Renewable electricity generation percentage","2022 August","06:30  <  07:00","%","19"
"Renewable electricity generation percentage","2022 August","07:00  <  07:30","%","18"
"Renewable electricity generation percentage","2022 August","07:30  <  08:00","%","17"
"Renewable electricity generation percentage","2022 August","08:00  <  08:30","%","17"
"Renewable electricity generation percentage","2022 August","08:30  <  09:00","%","17"
"Renewable electricity generation percentage","2022 August","09:00  <  09:30","%","18"
"Renewable electricity generation percentage","2022 August","09:30  <  10:00","%","18"
"Renewable electricity generation percentage","2022 August","10:00  <  10:30","%","19"
"Renewable electricity generation percentage","2022 August","10:30  <  11:00","%","20"
"Renewable electricity generation percentage","2022 August","11:00  <  11:30","%","20"
"Renewable electricity generation percentage","2022 August","11:30  <  12:00","%","20"
"Renewable electricity generation percentage","2022 August","12:00  <  12:30","%","21"
"Renewable electricity generation percentage","2022 August","12:30  <  13:00","%","21"
"Renewable electricity generation percentage","2022 August","13:00  <  13:30","%","22"
"Renewable electricity generation percentage","2022 August","13:30  <  14:00","%","22"
"Renewable electricity generation percentage","2022 August","14:00  <  14:30","%","22"
"Renewable electricity generation percentage","2022 August","14:30  <  15:00","%","23"
"Renewable electricity generation percentage","2022 August","15:00  <  15:30","%","23"
"Renewable electricity generation percentage","2022 August","15:30  <  16:00","%","22"
"Renewable electricity generation percentage","2022 August","16:00  <  16:30","%","22"
"Renewable electricity generation percentage","2022 August","16:30  <  17:00","%","21"
"Renewable electricity generation percentage","2022 August","17:00  <  17:30","%","21"
"Renewable electricity generation percentage","2022 August","17:30  <  18:00","%","21"
"Renewable electricity generation percentage","2022 August","18:00  <  18:30","%","20"
"Renewable electricity generation percentage","2022 August","18:30  <  19:00","%","20"
"Renewable electricity generation percentage","2022 August","19:00  <  19:30","%","19"
"Renewable electricity generation percentage","2022 August","19:30  <  20:00","%","19"
"Renewable electricity generation percentage","2022 August","20:00  <  20:30","%","19"
"Renewable electricity generation percentage","2022 August","20:30  <  21:00","%","19"
"Renewable electricity generation percentage","2022 August","21:00  <  21:30","%","20"
"Renewable electricity generation percentage","2022 August","21:30  <  22:00","%","21"
"Renewable electricity generation percentage","2022 August","22:00  <  22:30","%","22"
"Renewable electricity generation percentage","2022 August","22:30  <  23:00","%","23"
"Renewable electricity generation percentage","2022 August","23:00  <  23:30","%","23"
"Renewable electricity generation percentage","2022 August","23:30  <  00:00","%","24"
"Renewable electricity generation percentage","2022 September","00:00  <  00:30","%","30"
"Renewable electricity generation percentage","2022 September","00:30  <  01:00","%","30"
"Renewable electricity generation percentage","2022 September","01:00  <  01:30","%","30"
"Renewable electricity generation percentage","2022 September","01:30  <  02:00","%","31"
"Renewable electricity generation percentage","2022 September","02:00  <  02:30","%","31"
"Renewable electricity generation percentage","2022 September","02:30  <  03:00","%","32"
"Renewable electricity generation percentage","2022 September","03:00  <  03:30","%","32"
"Renewable electricity generation percentage","2022 September","03:30  <  04:00","%","32"
"Renewable electricity generation percentage","2022 September","04:00  <  04:30","%","31"
"Renewable electricity generation percentage","2022 September","04:30  <  05:00","%","30"
"Renewable electricity generation percentage","2022 September","05:00  <  05:30","%","29"
"Renewable electricity generation percentage","2022 September","05:30  <  06:00","%","27"
"Renewable electricity generation percentage","2022 September","06:00  <  06:30","%","26"
"Renewable electricity generation percentage","2022 September","06:30  <  07:00","%","25"
"Renewable electricity generation percentage","2022 September","07:00  <  07:30","%","25"
"Renewable electricity generation percentage","2022 September","07:30  <  08:00","%","24"
"Renewable electricity generation percentage","2022 September","08:00  <  08:30","%","24"
"Renewable electricity generation percentage","2022 September","08:30  <  09:00","%","24"
"Renewable electricity generation percentage","2022 September","09:00  <  09:30","%","25"
"Renewable electricity generation percentage","2022 September","09:30  <  10:00","%","25"
"Renewable electricity generation percentage","2022 September","10:00  <  10:30","%","26"
"Renewable electricity generation percentage","2022 September","10:30  <  11:00","%","27"
"Renewable electricity generation percentage","2022 September","11:00  <  11:30","%","27"
"Renewable electricity generation percentage","2022 September","11:30  <  12:00","%","27"
"Renewable electricity generation percentage","2022 September","12:00  <  12:30","%","28"
"Renewable electricity generation percentage","2022 September","12:30  <  13:00","%","28"
"Renewable electricity generation percentage","2022 September","13:00  <  13:30","%","28"
"Renewable electricity generation percentage","2022 September","13:30  <  14:00","%","29"
"Renewable electricity generation percentage","2022 September","14:00  <  14:30","%","29"
"Renewable electricity generation percentage","2022 September","14:30  <  15:00","%","29"
"Renewable electricity generation percentage","2022 September","15:00  <  15:30","%","29"
"Renewable electricity generation percentage","2022 September","15:30  <  16:00","%","28"
"Renewable electricity generation percentage","2022 September","16:00  <  16:30","%","28"
"Renewable electricity generation percentage","2022 September","16:30  <  17:00","%","27"
"Renewable electricity generation percentage","2022 September","17:00  <  17:30","%","27"
"Renewable electricity generation percentage","2022 September","17:30  <  18:00","%","27"
"Renewable electricity generation percentage","2022 September","18:00  <  18:30","%","26"
"Renewable electricity generation percentage","2022 September","18:30  <  19:00","%","26"
"Renewable electricity generation percentage","2022 September","19:00  <  19:30","%","26"
"Renewable electricity generation percentage","2022 September","19:30  <  20:00","%","26"
"Renewable electricity generation percentage","2022 September","20:00  <  20:30","%","27"
"Renewable electricity generation percentage","2022 September","20:30  <  21:00","%","28"
"Renewable electricity generation percentage","2022 September","21:00  <  21:30","%","29"
"Renewable electricity generation percentage","2022 September","21:30  <  22:00","%","30"
"Renewable electricity generation percentage","2022 September","22:00  <  22:30","%","30"
"Renewable electricity generation percentage","2022 September","22:30  <  23:00","%","30"
